****_Guess_File_Begins_****  <--- Do not remove this line

[Parameters]
NUMBER_PEAKS		468
SHIFT_UNITS		PPM
reference_frequency		2.97235e+08
chi_squared		3398.014
noise_STDEV_real		0.0258486
noise_STDEV_imag		0.0258486

[Variables]

[Peaks]

; Peak#    Shift    Width_L(Hz)  Amplitude     Phase(rad)  Delay_Time(s)   Width_Gauss(Hz)
   385    1.762707     10.07902  0.003015346    0.4745279  -0.0007324349            0  
   386    1.738194     10.07902  0.006371209     2.016371  -0.0007324349            0  
   387      1.7154     10.07902  0.007209363  -0.008590109  -0.0007324349            0  
   388     1.71486     10.07902  0.006680283      2.05885  -0.0007324349            0  
   389    1.697951     10.07902  0.006945612   -0.2244491  -0.0007324349            0  
   390    1.667554     10.07902  0.003132907     1.413352  -0.0007324349            0  
   391    1.650645     10.07902   0.00292685     5.609305  -0.0007324349            0  
   392   0.1260126     10.07902  0.005780237     3.004815  -0.0007324349            0  
   393   0.1091036     10.07902  0.005564566    0.9528959  -0.0007324349            0  
   394   0.1032186     10.07902   0.00518042     1.028171  -0.0007324349            0  
   395  0.08630963     10.07902  0.005138799     5.002649  -0.0007324349            0  
   396     2.60372     10.07902  4.775329e-05     5.245481  -0.0007324349            0  
   397    2.582284     10.07902  5.702839e-05     3.602613  -0.0007324349            0  
   398    2.578947     10.07902  0.000127326     3.644977  -0.0007324349            0  
   399    2.557318     10.07902  5.358543e-05     1.629653  -0.0007324349            0  
   400    2.551718     10.07902  0.002248072     5.352095  -0.0007324349            0  
   401    2.548472     10.07902  0.002164729     4.651224  -0.0007324349            0  
   402    2.532759     10.07902  5.446358e-05      4.36321  -0.0007324349            0  
   403    2.530294     10.07902  0.001744203     3.110115  -0.0007324349            0  
   404    2.526758     10.07902  0.006865288     3.082016  -0.0007324349            0  
   405    2.524401     10.07902  0.002199013     3.076113  -0.0007324349            0  
   406    2.505458     10.07902  0.004269517    0.3295369  -0.0007324349            0  
   407    2.502487     10.07902  0.003125703    0.2976969  -0.0007324349            0  
   408    2.496471     10.07902  5.867568e-05     4.905398  -0.0007324349            0  
   409    2.480752     10.07902   0.00378537     3.880035  -0.0007324349            0  
   410     2.47525     10.07902  4.192115e-05     2.599113  -0.0007324349            0  
   411    2.452835     10.07902  3.883248e-05  -0.006800109  -0.0007324349            0  
   412    2.450513     10.07902  0.0001182144     5.627048  -0.0007324349            0  
   413    2.428758     10.07902  5.306459e-05     3.633019  -0.0007324349            0  
   414    2.218123     10.07902  0.001372993     4.793676  -0.0007324349            0  
   415     2.19576     10.07902  0.001220916     2.166504  -0.0007324349            0  
   416     2.19369     10.07902  0.0008159938     2.257109  -0.0007324349            0  
   417    2.171211     10.07902  0.001098404   -0.5774131  -0.0007324349            0  
   418    2.164656     10.07902  0.003347648     4.197636  -0.0007324349            0  
   419    2.145999     10.07902  0.003127716     3.678468  -0.0007324349            0  
   420    2.142209     10.07902  0.003295901     1.360413  -0.0007324349            0  
   421    2.140334     10.07902   0.00246321     1.210376  -0.0007324349            0  
   422    2.121425     10.07902  0.006095164     1.134326  -0.0007324349            0  
   423    2.117733     10.07902  0.003728097     5.273476  -0.0007324349            0  
   424    2.096901     10.07902   0.00331532     4.944824  -0.0007324349            0  
   425     2.09254     10.07902  0.001204591     3.171823  -0.0007324349            0  
   426    2.067969     10.07902  0.002272551    0.4119579  -0.0007324349            0  
   427    2.043417     10.07902  0.001019537     4.414112  -0.0007324349            0  
   428   0.9192656     10.07902  0.005678326     3.123018  -0.0007324349            0  
   429   0.8979626     10.07902  0.009893301    0.7944269  -0.0007324349            0  
   430   0.8766206     10.07902  0.004656052     4.795491  -0.0007324349            0  
   431   0.8980876     10.07902   0.04345529    0.8110929  -0.0007324349            0  
   432    2.830996     10.07902  3.294635e-05   -0.5002905  -0.0007324349            0  
   433    2.828932     10.07902  1.961787e-05     4.829395  -0.0007324349            0  
   434    2.810119     10.07902  5.727131e-06     3.760099  -0.0007324349            0  
   435    2.806198     10.07902  7.964432e-05     4.116786  -0.0007324349            0  
   436    2.804798     10.07902  8.655633e-06     1.739948  -0.0007324349            0  
   437    2.804223     10.07902  5.438626e-05     2.943344  -0.0007324349            0  
   438    2.801912     10.07902  2.090054e-05     3.124461  -0.0007324349            0  
   439    2.801295     10.07902  1.97464e-06     1.429659  -0.0007324349            0  
   440    2.798843     10.07902  2.703677e-06     3.156047  -0.0007324349            0  
   441    2.785265     10.07902  2.603388e-06     1.648202  -0.0007324349            0  
   442    2.784468     10.07902  9.161393e-06    0.7710485  -0.0007324349            0  
   443    2.780978     10.07902  0.0002237206    0.4570335  -0.0007324349            0  
   444    2.778527     10.07902   9.5879e-05    0.6101965  -0.0007324349            0  
   445    2.775709     10.07902  1.830542e-05  -0.08190948  -0.0007324349            0  
   446    2.773747     10.07902  1.310112e-05   -0.1392215  -0.0007324349            0  
   447     2.76025     10.07902  1.775664e-05     4.709569  -0.0007324349            0  
   448    2.755871     10.07902  0.0002354814     4.660054  -0.0007324349            0  
   449    2.753429     10.07902  7.378056e-05     4.265053  -0.0007324349            0  
   450    2.750276     10.07902  1.956355e-05     4.294229  -0.0007324349            0  
   451     2.73138     10.07902  2.97953e-05     2.074113  -0.0007324349            0  
   452    2.729323     10.07902  3.079338e-05     2.254736  -0.0007324349            0  
   453    2.406925     10.07902  0.0003737442     3.602034  -0.0007324349            0  
   454    2.390683     10.07902  1.882522e-06     1.186474  -0.0007324349            0  
   455    2.386517     10.07902  1.083289e-05     1.244633  -0.0007324349            0  
   456    2.382382     10.07902  0.0007045897    0.9278475  -0.0007324349            0  
   457    2.379659     10.07902  1.078924e-05    0.5488735  -0.0007324349            0  
   458    2.358518     10.07902  0.000187503     4.643744  -0.0007324349            0  
   459    2.356907     10.07902  0.0001831308     4.505538  -0.0007324349            0  
   460    1.678986     10.07902   0.00046716     3.048547  -0.0007324349            0  
   461    1.662619     10.07902  8.401979e-07     1.085385  -0.0007324349            0  
   462    1.659121     10.07902  7.623536e-05    0.8812095  -0.0007324349            0  
   463    1.656162     10.07902  0.0001758335    0.5677935  -0.0007324349            0  
   464    1.653179     10.07902  0.0005460758    0.2365155  -0.0007324349            0  
   465    1.651384     10.07902  4.525465e-05   0.03536252  -0.0007324349            0  
   466    1.649404     10.07902  5.629277e-05   -0.1377505  -0.0007324349            0  
   467    1.647552     10.07902  1.77821e-05   -0.3017435  -0.0007324349            0  
   468    1.628561     10.07902  0.0004414395      4.09921  -0.0007324349            0  

; Cramer-Rao Lower Bounds (Standard Deviations)

;    1      0.005767852       3.950491       0.003527606       0.06890056       7.315798e-06              0  
;    2      0.005767852       9.500721       0.01104579       0.06890056       7.315798e-06              0  
;    3      0.005767852       3.950491       0.001941247       0.06890056       7.315798e-06              0  
;    4      0.005767852       3.950491       0.002344602       0.06890056       7.315798e-06              0  
;    5      0.005767852       3.950491       0.001383449       0.06890056       7.315798e-06              0  
;    6      0.005767852       3.950491       0.0005056117       0.06890056       7.315798e-06              0  
;    7      0.005767852       3.950491              0       0.06890056       7.315798e-06              0  
;    8      0.005767852       3.950491              0       0.06890056       7.315798e-06              0  
;    9      0.005767852       3.950491              0       0.06890056       7.315798e-06              0  
;   10      0.005767852       3.950491       0.00116753       0.06890056       7.315798e-06              0  
;   11      0.00575538       3.965344       0.001568599       0.06955219       7.333114e-06              0  
;   12      0.005767852       3.950491       0.01069114       0.06890056       7.315798e-06              0  
;   13      0.005767852       3.950491       0.0008274863       0.06890056       7.315798e-06              0  
;   14      0.005767852       3.950491       0.002421308       0.06890056       7.315798e-06              0  
;   15      0.0002058929       0.1148236       0.005935318       0.0355865       7.315798e-06              0  
;   16      0.0002058929       0.1148236       0.0005151434       0.0355865       7.315798e-06              0  
;   17      0.0002058929       0.1148236       0.000765889       0.0355865       7.315798e-06              0  
;   18      0.0002058929       0.1148236       0.001539389       0.0355865       7.315798e-06              0  
;   19      0.0002058929       0.1148236       0.001155801       0.0355865       7.315798e-06              0  
;   20      0.0002058929       0.1148236       0.001496756       0.0355865       7.315798e-06              0  
;   21      0.0002058929       0.1148236       0.001332001       0.0355865       7.315798e-06              0  
;   22      0.0002058929       0.1148236       0.0004903393       0.0355865       7.315798e-06              0  
;   23      0.0002058929       0.1148236       0.0008237216       0.0355865       7.315798e-06              0  
;   24      0.0002058929       0.1148236       0.0005644282       0.0355865       7.315798e-06              0  
;   25      0.0002058929       0.1148236       0.0004752059       0.0355865       7.315798e-06              0  
;   26      0.0002058929       0.1148236       0.0004941132       0.0355865       7.315798e-06              0  
;   27      0.0002058929       0.1148236       0.0004535771       0.0355865       7.315798e-06              0  
;   28      0.0002058929       0.1148236       0.0004597006       0.0355865       7.315798e-06              0  
;   29      0.0002058929       0.1148236       0.0005031803       0.0355865       7.315798e-06              0  
;   30      0.0002058929       0.1148236       0.0005365363       0.0355865       7.315798e-06              0  
;   31      0.0002058929       0.1148236       0.0005141044       0.0355865       7.315798e-06              0  
;   32      0.0002058929       0.1148236       0.003763586       0.0355865       7.315798e-06              0  
;   33      0.0002058929       0.1148236       8.736788e-05       0.0355865       7.315798e-06              0  
;   34      0.0002058929       0.1148236       0.0001551388       0.0355865       7.315798e-06              0  
;   35      0.0002058929       0.1148236       0.0002654758       0.0355865       7.315798e-06              0  
;   36      0.0002058929       0.1148236       0.0002335832       0.0355865       7.315798e-06              0  
;   37      0.0002058929       0.1148236       0.0002680313       0.0355865       7.315798e-06              0  
;   38      0.0002058929       0.1148236       0.0002479676       0.0355865       7.315798e-06              0  
;   39      0.0002058929       0.1148236       0.0001041384       0.0355865       7.315798e-06              0  
;   40      0.0002058929       0.1148236       0.0001508671       0.0355865       7.315798e-06              0  
;   41      0.0002058929       0.1148236       0.0002104221       0.0355865       7.315798e-06              0  
;   42      0.0002058929       0.1148236       0.0001970087       0.0355865       7.315798e-06              0  
;   43      0.0002058929       0.1148236       0.0001847206       0.0355865       7.315798e-06              0  
;   44      0.0002058929       0.1148236       0.0001791128       0.0355865       7.315798e-06              0  
;   45      0.0002058929       0.1148236       0.0006136564       0.0355865       7.315798e-06              0  
;   46      0.0002058929       0.1148236       0.0007245881       0.0355865       7.315798e-06              0  
;   47      0.0002058929       0.1148236       0.0008064913       0.0355865       7.315798e-06              0  
;   48      0.0002058929       0.1148236       0.0008157271       0.0355865       7.315798e-06              0  
;   49      0.0002058929       0.1148236       0.001150818       0.0355865       7.315798e-06              0  
;   50      0.0002058929       0.1148236       0.0006364997       0.0355865       7.315798e-06              0  
;   51      0.0002058929       0.1148236       0.003853347       0.0355865       7.315798e-06              0  
;   52      0.0002058929       0.1148236       0.0004114863       0.0355865       7.315798e-06              0  
;   53      0.0002058929       0.1148236       0.001127021       0.0355865       7.315798e-06              0  
;   54      0.0002058929       0.1148236       0.0007955649       0.0355865       7.315798e-06              0  
;   55      0.0002058929       0.1148236       0.0002241612       0.0355865       7.315798e-06              0  
;   56      0.0002058929       0.1148236       0.0004145427       0.0355865       7.315798e-06              0  
;   57      0.0002058929       0.1148236       0.001603492       0.0355865       7.315798e-06              0  
;   58      0.0002058929       0.1148236       0.001416602       0.0355865       7.315798e-06              0  
;   59      0.0002058929       0.1148236       0.00128809       0.0355865       7.315798e-06              0  
;   60      0.0002058929       0.1148236       0.001348891       0.0355865       7.315798e-06              0  
;   61      0.0002058929       0.1148236       0.0009927364       0.0355865       7.315798e-06              0  
;   62      0.0002058929       0.1148236       0.00127731       0.0355865       7.315798e-06              0  
;   63      0.0002058929       0.1148236       0.001446884       0.0355865       7.315798e-06              0  
;   64      0.0002058929       0.1148236       0.001419929       0.0355865       7.315798e-06              0  
;   65      0.0002058929       0.1148236       0.001638924       0.0355865       7.315798e-06              0  
;   66      0.0002058929       0.1148236       0.001097403       0.0355865       7.315798e-06              0  
;   67      0.0002058929       0.1148236       0.001340803       0.0355865       7.315798e-06              0  
;   68      0.0002058929       0.1148236       0.001589199       0.0355865       7.315798e-06              0  
;   69      0.0003272704       0.1148236       0.003226187       0.02443627       7.315798e-06              0  
;   70      0.0003272704       0.1148236       0.003530676       0.02443627       7.315798e-06              0  
;   71      0.0007477981       0.1148236       0.000763514       0.04256633       7.315798e-06              0  
;   72      0.0007477981       0.1148236       7.477016e-05       0.04256633       7.315798e-06              0  
;   73      0.0007477981       0.1148236       8.165171e-05       0.04256633       7.315798e-06              0  
;   74      0.0007477981       0.1148236       3.204392e-05       0.04256633       7.315798e-06              0  
;   75      0.0007477981       0.1148236       7.415019e-05       0.04256633       7.315798e-06              0  
;   76      0.0007477981       0.1148236       6.399087e-05       0.04256633       7.315798e-06              0  
;   77      0.0007477981       0.1148236       7.122593e-05       0.04256633       7.315798e-06              0  
;   78      0.0007477981       0.1148236       2.473938e-05       0.04256633       7.315798e-06              0  
;   79      0.0007477981       0.1148236       1.769902e-05       0.04256633       7.315798e-06              0  
;   80      0.0007477981       0.1148236       2.905171e-05       0.04256633       7.315798e-06              0  
;   81      0.0007477981       0.1148236       4.977424e-05       0.04256633       7.315798e-06              0  
;   82      0.0007477981       0.1148236       0.0009537503       0.04256633       7.315798e-06              0  
;   83      0.0007477981       0.1148236       2.034078e-05       0.04256633       7.315798e-06              0  
;   84      0.0007477981       0.1148236       0.0002129983       0.04256633       7.315798e-06              0  
;   85      0.0007477981       0.1148236       1.569021e-05       0.04256633       7.315798e-06              0  
;   86      0.0007477981       0.1148236       5.800492e-05       0.04256633       7.315798e-06              0  
;   87      0.0007477981       0.1148236       0.0001482561       0.04256633       7.315798e-06              0  
;   88      0.0007477981       0.1148236       1.085793e-05       0.04256633       7.315798e-06              0  
;   89      0.0007477981       0.1148236       3.162322e-05       0.04256633       7.315798e-06              0  
;   90      0.0007477981       0.1148236       0.0003648161       0.04256633       7.315798e-06              0  
;   91      0.0007477981       0.1148236       0.0003847515       0.04256633       7.315798e-06              0  
;   92      0.0007477981       0.1148236       0.0003915903       0.04256633       7.315798e-06              0  
;   93      0.0007477981       0.1148236       0.0001407607       0.04256633       7.315798e-06              0  
;   94      0.0007477981       0.1148236       9.420235e-06       0.04256633       7.315798e-06              0  
;   95      0.0007477981       0.1148236       9.149951e-06       0.04256633       7.315798e-06              0  
;   96      0.0007477981       0.1148236       1.179553e-05       0.04256633       7.315798e-06              0  
;   97      0.0007477981       0.1148236       2.94411e-06       0.04256633       7.315798e-06              0  
;   98      0.0007477981       0.1148236       9.391222e-07       0.04256633       7.315798e-06              0  
;   99      0.0007477981       0.1148236       0.000179312       0.04256633       7.315798e-06              0  
;  100      0.0007477981       0.1148236       2.083706e-05       0.04256633       7.315798e-06              0  
;  101      0.0007477981       0.1148236       5.948537e-06       0.04256633       7.315798e-06              0  
;  102      0.0007477981       0.1148236       0.0001155113       0.04256633       7.315798e-06              0  
;  103      0.0007477981       0.1148236       1.648121e-05       0.04256633       7.315798e-06              0  
;  104      0.0007477981       0.1148236       0.0002077781       0.04256633       7.315798e-06              0  
;  105      0.0007477981       0.1148236       9.674562e-05       0.04256633       7.315798e-06              0  
;  106      0.0007477981       0.1148236       1.484118e-05       0.04256633       7.315798e-06              0  
;  107      0.0007477981       0.1148236       1.791891e-05       0.04256633       7.315798e-06              0  
;  108      0.0007477981       0.1148236       0.0002240081       0.04256633       7.315798e-06              0  
;  109      0.0007477981       0.1148236       6.639517e-06       0.04256633       7.315798e-06              0  
;  110      0.0007477981       0.1148236       1.346839e-06       0.04256633       7.315798e-06              0  
;  111      0.0007477981       0.1148236       0.0001056558       0.04256633       7.315798e-06              0  
;  112      0.0007477981       0.1148236       0.0001057223       0.04256633       7.315798e-06              0  
;  113      0.0007477981       0.1148236       4.838846e-05       0.04256633       7.315798e-06              0  
;  114      0.0007477981       0.1148236       0.0001045755       0.04256633       7.315798e-06              0  
;  115      0.0007477981       0.1148236       3.88934e-06       0.04256633       7.315798e-06              0  
;  116      0.0007477981       0.1148236       4.825714e-05       0.04256633       7.315798e-06              0  
;  117      0.0007477981       0.1148236       4.703704e-05       0.04256633       7.315798e-06              0  
;  118      0.0007477981       0.1148236       8.751931e-05       0.04256633       7.315798e-06              0  
;  119      0.0007477981       0.1148236       8.820877e-06       0.04256633       7.315798e-06              0  
;  120      0.0007477981       0.1148236       1.115341e-05       0.04256633       7.315798e-06              0  
;  121      0.0007477981       0.1148236       4.716149e-05       0.04256633       7.315798e-06              0  
;  122      0.0007477981       0.1148236       8.92502e-05       0.04256633       7.315798e-06              0  
;  123      0.0007477981       0.1148236       1.770054e-05       0.04256633       7.315798e-06              0  
;  124      0.0007477981       0.1148236       2.117606e-05       0.04256633       7.315798e-06              0  
;  125      0.0007477981       0.1148236       8.013079e-06       0.04256633       7.315798e-06              0  
;  126      0.0007477981       0.1148236       5.995112e-06       0.04256633       7.315798e-06              0  
;  127      0.0007477981       0.1148236       8.964723e-05       0.04256633       7.315798e-06              0  
;  128      0.0007477981       0.1148236       2.500203e-05       0.04256633       7.315798e-06              0  
;  129      0.0006515639       0.1148236       1.970038e-06       0.04387491       7.315798e-06              0  
;  130      0.0006515639       0.1148236       1.945553e-06       0.04387491       7.315798e-06              0  
;  131      0.0006515639       0.1148236       1.758791e-06       0.04387491       7.315798e-06              0  
;  132      0.0006515639       0.1148236       2.110193e-06       0.04387491       7.315798e-06              0  
;  133      0.0006515639       0.1148236       0.0002540694       0.04387491       7.315798e-06              0  
;  134      0.0006515639       0.1148236       3.451932e-05       0.04387491       7.315798e-06              0  
;  135      0.0006515639       0.1148236       6.166181e-05       0.04387491       7.315798e-06              0  
;  136      0.0006515639       0.1148236       1.687785e-05       0.04387491       7.315798e-06              0  
;  137      0.0006515639       0.1148236       0.0001131879       0.04387491       7.315798e-06              0  
;  138      0.0006515639       0.1148236       0.0002409903       0.04387491       7.315798e-06              0  
;  139      0.0006515639       0.1148236       7.292343e-06       0.04387491       7.315798e-06              0  
;  140      0.0006515639       0.1148236       7.298596e-05       0.04387491       7.315798e-06              0  
;  141      0.0006515639       0.1148236       3.531492e-05       0.04387491       7.315798e-06              0  
;  142      0.0006515639       0.1148236       0.0002177937       0.04387491       7.315798e-06              0  
;  143      0.0006515639       0.1148236       2.885001e-05       0.04387491       7.315798e-06              0  
;  144      0.0006515639       0.1148236       0.0001233534       0.04387491       7.315798e-06              0  
;  145      0.0006515639       0.1148236       3.914545e-06       0.04387491       7.315798e-06              0  
;  146      0.0006515639       0.1148236       4.953055e-06       0.04387491       7.315798e-06              0  
;  147      0.0006515639       0.1148236       4.624275e-06       0.04387491       7.315798e-06              0  
;  148      0.0006515639       0.1148236       9.241369e-06       0.04387491       7.315798e-06              0  
;  149      0.0006515639       0.1148236       5.671236e-06       0.04387491       7.315798e-06              0  
;  150      0.0006515639       0.1148236       1.010643e-05       0.04387491       7.315798e-06              0  
;  151      0.0006515639       0.1148236       5.368416e-06       0.04387491       7.315798e-06              0  
;  152      0.0006515639       0.1148236       2.839217e-06       0.04387491       7.315798e-06              0  
;  153      0.0006515639       0.1148236       3.105521e-06       0.04387491       7.315798e-06              0  
;  154      0.0006515639       0.1148236       0.0004972698       0.04387491       7.315798e-06              0  
;  155      0.0006515639       0.1148236       0.0003429109       0.04387491       7.315798e-06              0  
;  156      0.0006515639       0.1148236       0.000478973       0.04387491       7.315798e-06              0  
;  157      0.0006515639       0.1148236       0.0004364406       0.04387491       7.315798e-06              0  
;  158      0.0006515639       0.1148236       0.00091133       0.04387491       7.315798e-06              0  
;  159      0.0006515639       0.1148236       2.733117e-05       0.04387491       7.315798e-06              0  
;  160      0.0006515639       0.1148236       0.0003636396       0.04387491       7.315798e-06              0  
;  161      0.0006515639       0.1148236       0.0006411384       0.04387491       7.315798e-06              0  
;  162      0.0006515639       0.1148236       4.887072e-05       0.04387491       7.315798e-06              0  
;  163      0.0006515639       0.1148236       0.0002653424       0.04387491       7.315798e-06              0  
;  164      0.0006515639       0.1148236       3.96226e-05       0.04387491       7.315798e-06              0  
;  165      0.0006515639       0.1148236       3.246396e-05       0.04387491       7.315798e-06              0  
;  166      0.0006515639       0.1148236       0.001266858       0.04387491       7.315798e-06              0  
;  167      0.0006515639       0.1148236       0.001019465       0.04387491       7.315798e-06              0  
;  168      0.0006515639       0.1148236       0.0003500601       0.04387491       7.315798e-06              0  
;  169      0.0006515639       0.1148236       0.0002949664       0.04387491       7.315798e-06              0  
;  170      0.0006515639       0.1148236       0.0004849846       0.04387491       7.315798e-06              0  
;  171      0.0006515639       0.1148236       0.0009539841       0.04387491       7.315798e-06              0  
;  172      0.0006515639       0.1148236       0.0004681853       0.04387491       7.315798e-06              0  
;  173      0.0006515639       0.1148236       0.004513522       0.0355865       7.315798e-06              0  
;  174      0.0006515639       0.1148236       0.001593548       0.0355865       7.315798e-06              0  
;  175      0.0006515639       0.1148236       0.0008863563       0.0355865       7.315798e-06              0  
;  176      0.0006515639       0.1148236       0.002604176       0.0355865       7.315798e-06              0  
;  177      0.0006515639       0.1148236       0.002537913       0.0355865       7.315798e-06              0  
;  178      0.0006515639       0.1148236       0.0008823122       0.0355865       7.315798e-06              0  
;  179      0.0006515639       0.1148236       1.402375e-05       0.0355865       7.315798e-06              0  
;  180      0.0006515639       0.1148236       1.186226e-05       0.0355865       7.315798e-06              0  
;  181      0.0006515639       0.1148236       4.760884e-05       0.0355865       7.315798e-06              0  
;  182      0.0006515639       0.1148236       0.0005219917       0.0355865       7.315798e-06              0  
;  183      0.0006515639       0.1148236       8.079666e-05       0.0355865       7.315798e-06              0  
;  184      0.0006515639       0.1148236       2.953022e-05       0.0355865       7.315798e-06              0  
;  185      0.0006515639       0.1148236       0.0007687326       0.0355865       7.315798e-06              0  
;  186      0.0006515639       0.1148236       6.801725e-05       0.0355865       7.315798e-06              0  
;  187      0.0006515639       0.1148236       1.734375e-05       0.0355865       7.315798e-06              0  
;  188      0.0006515639       0.1148236       4.845624e-05       0.0355865       7.315798e-06              0  
;  189      0.0006515639       0.1148236       0.0005191616       0.0355865       7.315798e-06              0  
;  190      0.0006515639       0.1148236       1.473882e-06       0.0355865       7.315798e-06              0  
;  191      0.0006515639       0.1148236       4.852805e-05       0.0355865       7.315798e-06              0  
;  192      0.0006515639       0.1148236       1.636821e-05       0.0355865       7.315798e-06              0  
;  193      0.0006515639       0.1148236       1.70513e-05       0.0355865       7.315798e-06              0  
;  194      0.0006515639       0.1148236       0.0003383755       0.0355865       7.315798e-06              0  
;  195      0.0006515639       0.1148236       7.868822e-05       0.0355865       7.315798e-06              0  
;  196      0.0006515639       0.1148236       0.0006044228       0.0355865       7.315798e-06              0  
;  197      0.0006515639       0.1148236       0.001063481       0.0355865       7.315798e-06              0  
;  198      0.0006515639       0.1148236       0.0009370257       0.0355865       7.315798e-06              0  
;  199      0.0006515639       0.1148236       1.426552e-06       0.0355865       7.315798e-06              0  
;  200      0.0006515639       0.1148236       0.0008425796       0.0355865       7.315798e-06              0  
;  201      0.0006515639       0.1148236       0.001738524       0.0355865       7.315798e-06              0  
;  202      0.0006515639       0.1148236       0.0002167236       0.0355865       7.315798e-06              0  
;  203      0.0006515639       0.1148236       0.0001857361       0.0355865       7.315798e-06              0  
;  204      0.0006515639       0.1148236       0.0001397774       0.0355865       7.315798e-06              0  
;  205      0.0006515639       0.1148236       0.0003244137       0.0355865       7.315798e-06              0  
;  206      0.0006515639       0.1148236       0.000803699       0.0355865       7.315798e-06              0  
;  207      0.0006515639       0.1148236       1.578574e-05       0.0355865       7.315798e-06              0  
;  208      0.0006515639       0.1148236       0.0003795785       0.0355865       7.315798e-06              0  
;  209      0.0006515639       0.1148236       0.0001412702       0.0355865       7.315798e-06              0  
;  210      0.0006515639       0.1148236       4.116708e-05       0.0355865       7.315798e-06              0  
;  211      0.0006515639       0.1148236       0.0004068039       0.0355865       7.315798e-06              0  
;  212      0.0006515639       0.1148236       0.0002438236       0.0355865       7.315798e-06              0  
;  213      0.0006515639       0.1148236       0.0001247515       0.0355865       7.315798e-06              0  
;  214      0.0006515639       0.1148236       0.0003234788       0.0355865       7.315798e-06              0  
;  215      0.0006515639       0.1148236       0.0004069694       0.0355865       7.315798e-06              0  
;  216      0.0006515639       0.1148236       0.0005771997       0.0355865       7.315798e-06              0  
;  217      0.0006515639       0.1148236       0.0003480268       0.0355865       7.315798e-06              0  
;  218      0.0006515639       0.1148236       0.0003872158       0.0355865       7.315798e-06              0  
;  219      0.0006515639       0.1148236       8.904586e-05       0.0355865       7.315798e-06              0  
;  220      0.0006515639       0.1148236       0.0006255318       0.0355865       7.315798e-06              0  
;  221      0.0006515639       0.1148236       0.0004839329       0.0355865       7.315798e-06              0  
;  222      0.0006515639       0.1148236       0.0003305124       0.0355865       7.315798e-06              0  
;  223      0.0006515639       0.1148236       0.0006919633       0.0355865       7.315798e-06              0  
;  224      0.0006515639       0.1148236       0.0006497588       0.0355865       7.315798e-06              0  
;  225      0.0006515639       0.1148236       2.11187e-05       0.0355865       7.315798e-06              0  
;  226      0.0006515639       0.1148236       1.916794e-05       0.0355865       7.315798e-06              0  
;  227      0.0006515639       0.1148236       1.932396e-05       0.0355865       7.315798e-06              0  
;  228      0.0006515639       0.1148236       0.003321584       0.0355865       7.315798e-06              0  
;  229      0.0006515639       0.1148236       6.303439e-06       0.0355865       7.315798e-06              0  
;  230      0.0006515639       0.1148236       0.004683585       0.0355865       7.315798e-06              0  
;  231      0.0006515639       0.1148236       0.0001655237       0.0355865       7.315798e-06              0  
;  232      0.0006515639       0.1148236       0.002329669       0.0355865       7.315798e-06              0  
;  233      0.0006515639       0.1148236       4.628918e-05       0.0355865       7.315798e-06              0  
;  234      0.0006515639       0.1148236       0.0001680892       0.0355865       7.315798e-06              0  
;  235      0.0006515639       0.1148236       0.004760345       0.0355865       7.315798e-06              0  
;  236      0.0006515639       0.1148236       0.0001535336       0.0355865       7.315798e-06              0  
;  237      0.0006515639       0.1148236       0.0001684983       0.0355865       7.315798e-06              0  
;  238      0.0006515639       0.1148236       0.00254658       0.0355865       7.315798e-06              0  
;  239      0.0006515639       0.1148236       0.004898608       0.0355865       7.315798e-06              0  
;  240      0.0006515639       0.1148236       8.556394e-05       0.0355865       7.315798e-06              0  
;  241      0.0006515639       0.1148236       0.0001555462       0.0355865       7.315798e-06              0  
;  242      0.0006515639       0.1148236       7.301658e-06       0.0355865       7.315798e-06              0  
;  243      0.0006515639       0.1148236       0.0009712452       0.0355865       7.315798e-06              0  
;  244      0.0006515639       0.1148236       0.0009720631       0.0355865       7.315798e-06              0  
;  245      0.0006515639       0.1148236       0.0009728517       0.0355865       7.315798e-06              0  
;  246      0.0006515639       0.1148236       0.0004773479       0.0355865       7.315798e-06              0  
;  247      0.0006515639       0.1148236       0.0004780529       0.0355865       7.315798e-06              0  
;  248      0.0006515639       0.1148236       0.0004787317       0.0355865       7.315798e-06              0  
;  249      0.0006515639       0.1148236       0.001359717       0.0355865       7.315798e-06              0  
;  250      0.0006515639       0.1148236       0.001387462       0.0355865       7.315798e-06              0  
;  251      0.0006515639       0.1148236       0.000470384       0.0355865       7.315798e-06              0  
;  252      0.0006515639       0.1148236       0.0002529086       0.0355865       7.315798e-06              0  
;  253      0.0006515639       0.1148236       0.0004696644       0.0355865       7.315798e-06              0  
;  254      0.0006515639       0.1148236       0.0009868168       0.0355865       7.315798e-06              0  
;  255      0.0006515639       0.1148236       0.0004689029       0.0355865       7.315798e-06              0  
;  256      0.0006515639       0.1148236       0.0009882189       0.0355865       7.315798e-06              0  
;  257      0.0006515639       0.1148236       0.0009495096       0.0355865       7.315798e-06              0  
;  258      0.0006515639       0.1148236       1.219927e-05       0.0355865       7.315798e-06              0  
;  259      0.0006515639       0.1148236       0.0006319131       0.0355865       7.315798e-06              0  
;  260      0.0006515639       0.1148236       0.0009462087       0.0355865       7.315798e-06              0  
;  261      0.0006515639       0.1148236       0.0009427581       0.0355865       7.315798e-06              0  
