****_Guess_File_Begins_****  <--- Do not remove this line

[Parameters]
NUMBER_PEAKS		579
SHIFT_UNITS		PPM
reference_frequency		4.0017e+08
chi_squared		13123.99
noise_STDEV_real		0.003811937
noise_STDEV_imag		0.003811937

[Variables]

[Peaks]

; Peak#    Shift    Width_L(Hz)  Amplitude     Phase(rad)  Delay_Time(s)   Width_Gauss(Hz)
   513    2.541344     21.36615  0.0005345848     1.121875  0.000106601            0  
   514    2.538329     21.36615  0.0004765923     1.140837  0.000106601            0  
   515    2.527572     21.36615  2.179584e-05    -1.089525  0.000106601            0  
   516     2.52543     21.36615  0.0006022196    0.3905397  0.000106601            0  
   517    2.522963     21.36615  0.001880757    0.5010397  0.000106601            0  
   518    2.520863     21.36615  0.001341266    0.5168047  0.000106601            0  
   519    2.507212     21.36615   0.00133777   -0.2120173  0.000106601            0  
   520    2.505015     21.36615  0.002055341   -0.2111763  0.000106601            0  
   521    2.503406     21.36615  0.000747972   -0.1692643  0.000106601            0  
   522    2.499684     21.36615  1.352573e-05     1.177531  0.000106601            0  
   523    2.488284     21.36615  0.001383796   -0.9779593  0.000106601            0  
   524    2.483318     21.36615  3.13836e-05    0.5909557  0.000106601            0  
   525    2.481632     21.36615  2.248636e-05    0.5516747  0.000106601            0  
   526    2.466328     21.36615  3.817704e-05   -0.1487463  0.000106601            0  
   527    2.464767     21.36615  2.209273e-05  -0.03130631  0.000106601            0  
   528    2.449021     21.36615  2.051043e-05   -0.8776203  0.000106601            0  
   529    2.200069     21.36615  0.0003158364    0.7838517  0.000106601            0  
   530    2.182493     21.36615  0.0005666139   0.08906969  0.000106601            0  
   531    2.164894     21.36615  0.000209477   -0.4620113  0.000106601            0  
   532    2.160332     21.36615  0.001172443    0.8462297  0.000106601            0  
   533     2.14274     21.36615  0.002203595    0.1640077  0.000106601            0  
   534    2.136727     21.36615  0.001104439    0.9388047  0.000106601            0  
   535    2.125152     21.36615  0.0008477648   -0.4292653  0.000106601            0  
   536    2.118602     21.36615  0.002166553    0.1982637  0.000106601            0  
   537    2.100524     21.36615  0.0009656051   -0.4008413  0.000106601            0  
   538    2.096991     21.36615  0.0003301805     1.040064  0.000106601            0  
   539    2.078865     21.36615  0.0005593696    0.2755017  0.000106601            0  
   540    2.060781     21.36615  0.0002057692   -0.4303953  0.000106601            0  
   541   0.9128754     21.36615  0.001358908     1.009014  0.000106601            0  
   542   0.8970294     21.36615  0.002662538    0.2261757  0.000106601            0  
   543   0.8811774     21.36615  0.001320331   -0.5608723  0.000106601            0  
   544   0.8971054     21.36615   0.01070964    0.2249887  0.000106601            0  
   545     2.81872     23.35771            0     1.684942  0.0001060335            0  
   546    2.803361     23.35771            0     1.044812  0.0001060335            0  
   547    2.800471     23.35771            0    0.9293649  0.0001060335            0  
   548    2.797895     23.35771            0    0.7262219  0.0001060335            0  
   549    2.795671     23.35771            0    0.5620569  0.0001060335            0  
   550    2.786994     23.35771            0    0.3036859  0.0001060335            0  
   551    2.784225     23.35771            0    0.2473209  0.0001060335            0  
   552    2.781836     23.35771            0    0.1341349  0.0001060335            0  
   553    2.780122     23.35771            0   0.02193793  0.0001060335            0  
   554    2.777835     23.35771            0  -0.04341007  0.0001060335            0  
   555    2.766972     23.35771            0   -0.4812141  0.0001060335            0  
   556    2.763325     23.35771            0   -0.7310251  0.0001060335            0  
   557    2.761742     23.35771            0   -0.7592541  0.0001060335            0  
   558    2.759491     23.35771            0   -0.8515311  0.0001060335            0  
   559    2.744628     23.35771            0     4.596415  0.0001060335            0  
   560    2.402927     23.35771            0    0.9030069  0.0001060335            0  
   561    2.384666     23.35771            0    0.1358269  0.0001060335            0  
   562     2.38248     23.35771            0   0.02346393  0.0001060335            0  
   563    2.379385     23.35771            0    0.2018449  0.0001060335            0  
   564    2.366331     23.35771            0   -0.5361921  0.0001060335            0  
   565    1.674643     23.35771            0     1.104569  0.0001060335            0  
   566    1.659828     23.35771            0    0.3473779  0.0001060335            0  
   567    1.657612     23.35771            0    0.2350819  0.0001060335            0  
   568    1.655419     23.35771            0    0.1213779  0.0001060335            0  
   569     1.65227     23.35771            0  -0.03185807  0.0001060335            0  
   570    1.637174     23.35771            0   -0.7754951  0.0001060335            0  
   571    1.413066     21.36615  0.004895748    0.2602867  0.000106601            0  
   572    1.411398     21.36615  0.004713151    0.2749847  0.000106601            0  
   573    1.395849     21.36615   0.02232011    0.1753337  0.000106601            0  
   574    1.393674     21.36615  0.0004975548    0.1926887  0.000106601            0  
   575    1.379391     21.36615   0.01291722  -0.02570031  0.000106601            0  
   576    1.235969     21.36615   0.01293291    0.4430167  0.000106601            0  
   577    1.219558     21.36615   0.02282725    0.2404687  0.000106601            0  
   578    1.203962     21.36615  0.004711908    0.1405717  0.000106601            0  
   579    1.202294     21.36615  0.004892889    0.1546307  0.000106601            0  

; Cramer-Rao Lower Bounds (Standard Deviations)

;    1      0.0009912488       0.2570474       0.001075799       0.02221495       5.437511e-06              0  
;    2      0.0007892681       0.3364953       0.0001249276       0.02391231       5.597432e-06              0  
;    3      0.0007892681       0.3364953       0.0001646058       0.02391231       5.597432e-06              0  
;    4      0.0007892681       0.3364953       0.0001997602       0.02391231       5.597432e-06              0  
;    5      0.0007892681       0.3364953       0.0001761951       0.02391231       5.597432e-06              0  
;    6      0.0007892681       0.3364953       0.0001974499       0.02391231       5.597432e-06              0  
;    7      0.0007892681       0.3364953       0.0001771764       0.02391231       5.597432e-06              0  
;    8      0.0007892681       0.3364953       0.0001297873       0.02391231       5.597432e-06              0  
;    9      0.0007892681       0.3364953       0.0001591997       0.02391231       5.597432e-06              0  
;   10      0.0007892681       0.3364953       8.424043e-05       0.02391231       5.597432e-06              0  
;   11      0.0007892681       0.3364953       8.439134e-05       0.02391231       5.597432e-06              0  
;   12      0.0007892681       0.3364953       8.866861e-05       0.02391231       5.597432e-06              0  
;   13      0.0007892681       0.3364953       0.0001701445       0.02391231       5.597432e-06              0  
;   14      0.0007892681       0.3364953       7.914013e-05       0.02391231       5.597432e-06              0  
;   15      0.0007892681       0.3364953       8.113248e-05       0.02391231       5.597432e-06              0  
;   16      0.0007892681       0.3364953       7.610702e-05       0.02391231       5.597432e-06              0  
;   17      0.0009912488       0.2570474       0.000831387       0.02221495       5.437511e-06              0  
;   18      0.0009912488       0.2570474       3.937865e-05       0.02221495       5.437511e-06              0  
;   19      0.0009912488       0.2570474       5.030307e-05       0.02221495       5.437511e-06              0  
;   20      0.0009912488       0.2570474       6.127904e-05       0.02221495       5.437511e-06              0  
;   21      0.0009912488       0.2570474       5.232916e-05       0.02221495       5.437511e-06              0  
;   22      0.0009912488       0.2570474       5.880317e-05       0.02221495       5.437511e-06              0  
;   23      0.0009912488       0.2570474       5.443589e-05       0.02221495       5.437511e-06              0  
;   24      0.0009912488       0.2570474       3.977272e-05       0.02221495       5.437511e-06              0  
;   25      0.0009912488       0.2570474       4.938522e-05       0.02221495       5.437511e-06              0  
;   26      0.0009912488       0.2570474       5.221027e-05       0.02221495       5.437511e-06              0  
;   27      0.0009912488       0.2570474       5.060985e-05       0.02221495       5.437511e-06              0  
;   28      0.0009912488       0.2570474       5.197e-05       0.02221495       5.437511e-06              0  
;   29      0.0009912488       0.2570474       4.673642e-05       0.02221495       5.437511e-06              0  
;   30      0.0009912488       0.2570474       0.000230152       0.02221495       5.437511e-06              0  
;   31      0.0009912488       0.2570474       0.0002301529       0.02221495       5.437511e-06              0  
;   32      0.0009912488       0.2570474       0.0002301562       0.02221495       5.437511e-06              0  
;   33      0.0009912488       0.2570474       0.000230157       0.02221495       5.437511e-06              0  
;   34      0.0009912488       0.2570474       0.0002301304       0.02221495       5.437511e-06              0  
;   35      0.0009912488       0.2570474       0.0001115156       0.02221495       5.437511e-06              0  
;   36      0.0009912488       0.2570474       0.0001406679       0.02221495       5.437511e-06              0  
;   37      0.0009912488       0.2570474       0.0001952306       0.02221495       5.437511e-06              0  
;   38      0.0009912488       0.2570474       0.0001566282       0.02221495       5.437511e-06              0  
;   39      0.0009912488       0.2570474       0.000192976       0.02221495       5.437511e-06              0  
;   40      0.0009912488       0.2570474       0.0001597294       0.02221495       5.437511e-06              0  
;   41      0.0009912488       0.2570474       0.0001075716       0.02221495       5.437511e-06              0  
;   42      0.0009912488       0.2570474       0.0001433404       0.02221495       5.437511e-06              0  
;   43      0.0009912488       0.2570474       0.0001572238       0.02221495       5.437511e-06              0  
;   44      0.0009912488       0.2570474       0.0001443187       0.02221495       5.437511e-06              0  
;   45      0.0009912488       0.2570474       0.0001507157       0.02221495       5.437511e-06              0  
;   46      0.0009912488       0.2570474       0.0001512985       0.02221495       5.437511e-06              0  
;   47      0.0009912488       0.2570474       1.92292e-06       0.02221495       5.437511e-06              0  
;   48      0.0009912488       0.2570474       6.284512e-05       0.02221495       5.437511e-06              0  
;   49      0.0009912488       0.2570474       2.96774e-06       0.02221495       5.437511e-06              0  
;   50      0.0009912488       0.2570474       0.000157295       0.02221495       5.437511e-06              0  
;   51      0.0009912488       0.2570474       3.333805e-06       0.02221495       5.437511e-06              0  
;   52      0.0009912488       0.2570474       7.599626e-05       0.02221495       5.437511e-06              0  
;   53      0.0009912488       0.2570474       3.051428e-06       0.02221495       5.437511e-06              0  
;   54      0.0009912488       0.2570474       6.613577e-05       0.02221495       5.437511e-06              0  
;   55      0.0009912488       0.2570474       7.372915e-05       0.02221495       5.437511e-06              0  
;   56      0.0009912488       0.2570474       8.816998e-05       0.02221495       5.437511e-06              0  
;   57      0.0009912488       0.2570474       8.198618e-05       0.02221495       5.437511e-06              0  
;   58      0.0009912488       0.2570474       8.361643e-05       0.02221495       5.437511e-06              0  
;   59      0.0009912488       0.2570474       0.000164271       0.02221495       5.437511e-06              0  
;   60      0.0009912488       0.2570474       1.837589e-05       0.02221495       5.437511e-06              0  
;   61      0.0009912488       0.2570474       8.226676e-05       0.02221495       5.437511e-06              0  
;   62      0.0009912488       0.2570474       6.303797e-06       0.02221495       5.437511e-06              0  
;   63      0.0009912488       0.2570474       5.856853e-05       0.02221495       5.437511e-06              0  
;   64      0.0009912488       0.2570474       8.250826e-05       0.02221495       5.437511e-06              0  
;   65      0.0009912488       0.2570474       1.035434e-05       0.02221495       5.437511e-06              0  
;   66      0.0009912488       0.2570474       0.0001130284       0.02221495       5.437511e-06              0  
;   67      0.0009912488       0.2570474       4.774262e-05       0.02221495       5.437511e-06              0  
;   68      0.0009912488       0.2570474       4.318177e-05       0.02221495       5.437511e-06              0  
;   69      0.0009912488       0.2570474       5.60896e-05       0.02221495       5.437511e-06              0  
;   70      0.0009912488       0.2570474       0.0001478467       0.02221495       5.437511e-06              0  
;   71      0.0009912488       0.2570474       6.756956e-05       0.02221495       5.437511e-06              0  
;   72      0.0009912488       0.2570474       4.900546e-06       0.02221495       5.437511e-06              0  
;   73      0.0009912488       0.2570474       4.710893e-05       0.02221495       5.437511e-06              0  
;   74      0.0009912488       0.2570474       4.279427e-05       0.02221495       5.437511e-06              0  
;   75      0.0009912488       0.2570474       9.132846e-05       0.02221495       5.437511e-06              0  
;   76      0.0009912488       0.2570474       7.064528e-05       0.02221495       5.437511e-06              0  
;   77      0.0007892681       0.3364953       0.001452095       0.02391231       5.597432e-06              0  
;   78      0.0007892681       0.3364953       0.000165625       0.02391231       5.597432e-06              0  
;   79      0.0007892681       0.3364953       8.129473e-05       0.02391231       5.597432e-06              0  
;   80      0.0007892681       0.3364953       5.795618e-05       0.02391231       5.597432e-06              0  
;   81      0.0007892681       0.3364953       6.089387e-05       0.02391231       5.597432e-06              0  
;   82      0.0007892681       0.3364953       0.0002395291       0.02391231       5.597432e-06              0  
;   83      0.0007892681       0.3364953       2.91245e-05       0.02391231       5.597432e-06              0  
;   84      0.0007892681       0.3364953       7.790505e-06       0.02391231       5.597432e-06              0  
;   85      0.0007892681       0.3364953       0.0002718775       0.02391231       5.597432e-06              0  
;   86      0.0007892681       0.3364953       0.000279487       0.02391231       5.597432e-06              0  
;   87      0.0007892681       0.3364953       6.004736e-05       0.02391231       5.597432e-06              0  
;   88      0.0007892681       0.3364953       2.046877e-05       0.02391231       5.597432e-06              0  
;   89      0.0007892681       0.3364953       1.2349e-06       0.02391231       5.597432e-06              0  
;   90      0.0007892681       0.3364953       0.0002759774       0.02391231       5.597432e-06              0  
;   91      0.0007892681       0.3364953       3.587521e-05       0.02391231       5.597432e-06              0  
;   92      0.0007892681       0.3364953       8.718833e-05       0.02391231       5.597432e-06              0  
;   93      0.0007892681       0.3364953       0.000142046       0.02391231       5.597432e-06              0  
;   94      0.0007892681       0.3364953       3.573592e-05       0.02391231       5.597432e-06              0  
;   95      0.0007892681       0.3364953       1.532727e-05       0.02391231       5.597432e-06              0  
;   96      0.0007892681       0.3364953       4.979235e-05       0.02391231       5.597432e-06              0  
;   97      0.0007892681       0.3364953       0.0001862606       0.02391231       5.597432e-06              0  
;   98      0.0007892681       0.3364953       6.604315e-05       0.02391231       5.597432e-06              0  
;   99      0.0007892681       0.3364953       4.493523e-05       0.02391231       5.597432e-06              0  
;  100      0.0007892681       0.3364953       4.160998e-05       0.02391231       5.597432e-06              0  
;  101      0.0007892681       0.3364953       2.176313e-05       0.02391231       5.597432e-06              0  
;  102      0.0007892681       0.3364953       2.72483e-05       0.02391231       5.597432e-06              0  
;  103      0.0007892681       0.3364953       0.0001751939       0.02391231       5.597432e-06              0  
;  104      0.0007892681       0.3364953       4.767666e-05       0.02391231       5.597432e-06              0  
;  105      0.0007892681       0.3364953       4.081862e-05       0.02391231       5.597432e-06              0  
;  106      0.0007892681       0.3364953       5.127122e-05       0.02391231       5.597432e-06              0  
;  107      0.0007892681       0.3364953       1.794415e-05       0.02391231       5.597432e-06              0  
;  108      0.0007892681       0.3364953       2.350898e-05       0.02391231       5.597432e-06              0  
;  109      0.0007892681       0.3364953       0.0003381646       0.02391231       5.597432e-06              0  
;  110      0.0007892681       0.3364953       2.458919e-05       0.02391231       5.597432e-06              0  
;  111      0.0007892681       0.3364953       4.949108e-05       0.02391231       5.597432e-06              0  
;  112      0.001988793       0.2570474       0.0003521552       0.02221495       5.437511e-06              0  
;  113      0.001988793       0.2570474       0.0003549097       0.02221495       5.437511e-06              0  
;  114      0.001988793       0.2570474       3.002369e-05       0.02221495       5.437511e-06              0  
;  115      0.001988793       0.2570474       8.864239e-05       0.02221495       5.437511e-06              0  
;  116      0.001988793       0.2570474       8.762008e-05       0.02221495       5.437511e-06              0  
;  117      0.001988793       0.2570474       2.948349e-05       0.02221495       5.437511e-06              0  
;  118      0.001988793       0.2570474       0.0003756195       0.02221495       5.437511e-06              0  
;  119      0.001988793       0.2570474       0.000365542       0.02221495       5.437511e-06              0  
;  120      0.001988793       0.2570474       3.032827e-05       0.02221495       5.437511e-06              0  
;  121      0.001988793       0.2570474       9.017724e-05       0.02221495       5.437511e-06              0  
;  122      0.001988793       0.2570474       9.405626e-05       0.02221495       5.437511e-06              0  
;  123      0.001988793       0.2570474       3.236901e-05       0.02221495       5.437511e-06              0  
;  124      0.0006192924       0.2570474       0.0006916889       0.02828549       5.437511e-06              0  
;  125      0.0006192924       0.2570474       0.0007849776       0.02828549       5.437511e-06              0  
;  126      0.001310441       0.3364953       0.0004917356       0.02391231       5.597432e-06              0  
;  127      0.001310441       0.3364953       8.452296e-05       0.02391231       5.597432e-06              0  
;  128      0.001310441       0.3364953       8.417825e-05       0.02391231       5.597432e-06              0  
;  129      0.001310441       0.3364953       7.780093e-05       0.02391231       5.597432e-06              0  
;  130      0.001310441       0.3364953       4.126596e-05       0.02391231       5.597432e-06              0  
;  131      0.001310441       0.3364953       4.081061e-05       0.02391231       5.597432e-06              0  
;  132      0.001310441       0.3364953       5.315072e-05       0.02391231       5.597432e-06              0  
;  133      0.001310441       0.3364953       1.179674e-05       0.02391231       5.597432e-06              0  
;  134      0.001310441       0.3364953       0.0006995534       0.02391231       5.597432e-06              0  
;  135      0.001310441       0.3364953       0.0003657805       0.02391231       5.597432e-06              0  
;  136      0.001310441       0.3364953       7.805319e-05       0.02391231       5.597432e-06              0  
;  137      0.001310441       0.3364953       4.200553e-05       0.02391231       5.597432e-06              0  
;  138      0.001310441       0.3364953       4.704533e-05       0.02391231       5.597432e-06              0  
;  139      0.001310441       0.3364953       0.0003364563       0.02391231       5.597432e-06              0  
;  140      0.001310441       0.3364953       1.723582e-05       0.02391231       5.597432e-06              0  
;  141      0.001310441       0.3364953       0.0002833086       0.02391231       5.597432e-06              0  
;  142      0.001310441       0.3364953       0.0001168821       0.02391231       5.597432e-06              0  
;  143      0.001310441       0.3364953       4.278592e-06       0.02391231       5.597432e-06              0  
;  144      0.001310441       0.3364953       7.371068e-05       0.02391231       5.597432e-06              0  
;  145      0.001310441       0.3364953       0.0001102216       0.02391231       5.597432e-06              0  
;  146      0.001310441       0.3364953       1.514054e-05       0.02391231       5.597432e-06              0  
;  147      0.001310441       0.3364953       5.696019e-05       0.02391231       5.597432e-06              0  
;  148      0.001310441       0.3364953       1.582897e-05       0.02391231       5.597432e-06              0  
;  149      0.001310441       0.3364953       0.0001176768       0.02391231       5.597432e-06              0  
;  150      0.001310441       0.3364953       2.314009e-05       0.02391231       5.597432e-06              0  
;  151      0.001310441       0.3364953       1.035103e-06       0.02391231       5.597432e-06              0  
;  152      0.001310441       0.3364953       5.887452e-05       0.02391231       5.597432e-06              0  
;  153      0.001310441       0.3364953       8.734847e-05       0.02391231       5.597432e-06              0  
;  154      0.001310441       0.3364953       0.0001054389       0.02391231       5.597432e-06              0  
;  155      0.001310441       0.3364953       1.191033e-05       0.02391231       5.597432e-06              0  
;  156      0.001310441       0.3364953       2.755785e-05       0.02391231       5.597432e-06              0  
;  157      0.001310441       0.3364953       5.508226e-05       0.02391231       5.597432e-06              0  
;  158      0.001310441       0.3364953       1.165905e-05       0.02391231       5.597432e-06              0  
;  159      0.001310441       0.3364953       1.057723e-05       0.02391231       5.597432e-06              0  
;  160      0.001310441       0.3364953       9.384577e-05       0.02391231       5.597432e-06              0  
;  161      0.001310441       0.3364953       1.215669e-05       0.02391231       5.597432e-06              0  
;  162      0.001310441       0.3364953       6.957075e-06       0.02391231       5.597432e-06              0  
;  163      0.001310441       0.3364953       5.394045e-05       0.02391231       5.597432e-06              0  
;  164      0.001310441       0.3364953       3.121538e-06       0.02391231       5.597432e-06              0  
;  165      0.001310441       0.3364953       7.9612e-06       0.02391231       5.597432e-06              0  
;  166      0.001310441       0.3364953       5.704133e-07       0.02391231       5.597432e-06              0  
;  167      0.001310441       0.3364953       1.334216e-06       0.02391231       5.597432e-06              0  
;  168      0.001310441       0.3364953       0.0002703981       0.02391231       5.597432e-06              0  
;  169      0.001310441       0.3364953       1.63837e-05       0.02391231       5.597432e-06              0  
;  170      0.001310441       0.3364953       0.000140564       0.02391231       5.597432e-06              0  
;  171      0.001310441       0.3364953       0.0002675485       0.02391231       5.597432e-06              0  
;  172      0.001310441       0.3364953       9.839435e-06       0.02391231       5.597432e-06              0  
;  173      0.001310441       0.3364953       1.277372e-05       0.02391231       5.597432e-06              0  
;  174      0.001310441       0.3364953       0.0001426647       0.02391231       5.597432e-06              0  
;  175      0.001310441       0.3364953       6.630125e-06       0.02391231       5.597432e-06              0  
;  176      0.001310441       0.3364953       0.0002963676       0.02391231       5.597432e-06              0  
;  177      0.001310441       0.3364953       1.31254e-05       0.02391231       5.597432e-06              0  
;  178      0.001310441       0.3364953       5.593099e-07       0.02391231       5.597432e-06              0  
;  179      0.001310441       0.3364953       4.882963e-07       0.02391231       5.597432e-06              0  
;  180      0.001310441       0.3364953       5.729662e-05       0.02391231       5.597432e-06              0  
;  181      0.001310441       0.3364953       8.50861e-05       0.02391231       5.597432e-06              0  
;  182      0.001310441       0.3364953       5.35625e-05       0.02391231       5.597432e-06              0  
;  183      0.001310441       0.3364953       0.0001123439       0.02391231       5.597432e-06              0  
;  184      0.001310441       0.3364953       2.498029e-05       0.02391231       5.597432e-06              0  
;  185      0.001310441       0.3364953       5.353806e-05       0.02391231       5.597432e-06              0  
;  186      0.001310441       0.3364953       0.0001184875       0.02391231       5.597432e-06              0  
;  187      0.001310441       0.3364953       6.166162e-05       0.02391231       5.597432e-06              0  
;  188      0.001310441       0.3364953       5.35177e-05       0.02391231       5.597432e-06              0  
;  189      0.001310441       0.3364953       2.025515e-05       0.02391231       5.597432e-06              0  
;  190      0.001310441       0.3364953       0.0001220516       0.02391231       5.597432e-06              0  
;  191      0.001310441       0.3364953       9.158943e-05       0.02391231       5.597432e-06              0  
;  192      0.001310441       0.3364953       9.170271e-06       0.02391231       5.597432e-06              0  
;  193      0.001310441       0.3364953       5.349689e-05       0.02391231       5.597432e-06              0  
;  194      0.001310441       0.3364953       0.0001091768       0.02391231       5.597432e-06              0  
;  195      0.001310441       0.3364953       8.810618e-06       0.02391231       5.597432e-06              0  
;  196      0.001310441       0.3364953       2.591414e-06       0.02391231       5.597432e-06              0  
;  197      0.001310441       0.3364953       5.348468e-05       0.02391231       5.597432e-06              0  
;  198      0.001310441       0.3364953       8.143746e-05       0.02391231       5.597432e-06              0  
;  199      0.001310441       0.3364953       5.416974e-05       0.02391231       5.597432e-06              0  
;  200      0.001310441       0.3364953       1.313183e-06       0.02391231       5.597432e-06              0  
;  201      0.001310441       0.3364953       0.0009307068       0.02391231       5.597432e-06              0  
;  202      0.001310441       0.3364953       0.0001324698       0.02391231       5.597432e-06              0  
;  203      0.001310441       0.3364953       6.316727e-05       0.02391231       5.597432e-06              0  
;  204      0.001310441       0.3364953       0.0001703287       0.02391231       5.597432e-06              0  
;  205      0.001310441       0.3364953       9.505617e-05       0.02391231       5.597432e-06              0  
;  206      0.001310441       0.3364953       0.0001779678       0.02391231       5.597432e-06              0  
;  207      0.001310441       0.3364953       5.997366e-05       0.02391231       5.597432e-06              0  
;  208      0.001310441       0.3364953       0.001371198       0.02391231       5.597432e-06              0  
;  209      0.001310441       0.3364953       0.000689148       0.02391231       5.597432e-06              0  
;  210      0.001310441       0.3364953       0.0001095906       0.02391231       5.597432e-06              0  
;  211      0.001310441       0.3364953       0.000774976       0.02391231       5.597432e-06              0  
;  212      0.001310441       0.3364953       8.838218e-05       0.02391231       5.597432e-06              0  
;  213      0.001310441       0.3364953       0.0005207765       0.02391231       5.597432e-06              0  
;  214      0.001310441       0.3364953       0.0004160546       0.02391231       5.597432e-06              0  
;  215      0.001310441       0.3364953       1.614396e-06       0.02391231       5.597432e-06              0  
;  216      0.001310441       0.3364953       8.846469e-06       0.02391231       5.597432e-06              0  
;  217      0.001310441       0.3364953       8.886851e-07       0.02391231       5.597432e-06              0  
;  218      0.001310441       0.3364953       1.071816e-06       0.02391231       5.597432e-06              0  
;  219      0.001310441       0.3364953       1.313362e-06       0.02391231       5.597432e-06              0  
;  220      0.001310441       0.3364953       3.294801e-05       0.02391231       5.597432e-06              0  
;  221      0.001310441       0.3364953       1.122823e-05       0.02391231       5.597432e-06              0  
;  222      0.001310441       0.3364953       5.416422e-06       0.02391231       5.597432e-06              0  
;  223      0.001310441       0.3364953       2.890481e-06       0.02391231       5.597432e-06              0  
;  224      0.001310441       0.3364953       1.00739e-05       0.02391231       5.597432e-06              0  
;  225      0.001310441       0.3364953       1.220575e-06       0.02391231       5.597432e-06              0  
;  226      0.001310441       0.3364953       1.032389e-05       0.02391231       5.597432e-06              0  
;  227      0.001310441       0.3364953       2.352481e-06       0.02391231       5.597432e-06              0  
;  228      0.001310441       0.3364953       4.526892e-05       0.02391231       5.597432e-06              0  
;  229      0.001310441       0.3364953       1.567334e-06       0.02391231       5.597432e-06              0  
;  230      0.001310441       0.3364953       3.78416e-06       0.02391231       5.597432e-06              0  
;  231      0.001310441       0.3364953       8.834536e-07       0.02391231       5.597432e-06              0  
;  232      0.001310441       0.3364953       1.702246e-06       0.02391231       5.597432e-06              0  
;  233      0.001310441       0.3364953       1.837518e-06       0.02391231       5.597432e-06              0  
;  234      0.001310441       0.3364953       3.80096e-06       0.02391231       5.597432e-06              0  
;  235      0.001310441       0.3364953       1.135865e-06       0.02391231       5.597432e-06              0  
;  236      0.001310441       0.3364953       8.84569e-07       0.02391231       5.597432e-06              0  
;  237      0.001310441       0.3364953       6.872211e-05       0.02391231       5.597432e-06              0  
;  238      0.001310441       0.3364953       6.872382e-06       0.02391231       5.597432e-06              0  
;  239      0.001310441       0.3364953       6.308479e-06       0.02391231       5.597432e-06              0  
;  240      0.001310441       0.3364953       5.656382e-05       0.02391231       5.597432e-06              0  
;  241      0.001310441       0.3364953       4.212015e-06       0.02391231       5.597432e-06              0  
;  242      0.001310441       0.3364953       9.962188e-06       0.02391231       5.597432e-06              0  
;  243      0.001310441       0.3364953       5.598121e-05       0.02391231       5.597432e-06              0  
;  244      0.001310441       0.3364953       1.372108e-05       0.02391231       5.597432e-06              0  
;  245      0.001310441       0.3364953       2.634146e-05       0.02391231       5.597432e-06              0  
;  246      0.001310441       0.3364953       5.916238e-05       0.02391231       5.597432e-06              0  
;  247      0.001310441       0.3364953       2.602349e-06       0.02391231       5.597432e-06              0  
;  248      0.001310441       0.3364953       2.399811e-06       0.02391231       5.597432e-06              0  
;  249      0.001310441       0.3364953       1.82189e-06       0.02391231       5.597432e-06              0  
;  250      0.001310441       0.3364953       2.324996e-06       0.02391231       5.597432e-06              0  
;  251      0.001310441       0.3364953       9.402578e-07       0.02391231       5.597432e-06              0  
;  252      0.001310441       0.3364953       8.384354e-05       0.02391231       5.597432e-06              0  
;  253      0.001310441       0.3364953       1.83257e-05       0.02391231       5.597432e-06              0  
;  254      0.001310441       0.3364953       6.143638e-06       0.02391231       5.597432e-06              0  
;  255      0.001310441       0.3364953       7.343861e-06       0.02391231       5.597432e-06              0  
;  256      0.001310441       0.3364953       2.638304e-05       0.02391231       5.597432e-06              0  
;  257      0.001310441       0.3364953       2.705151e-05       0.02391231       5.597432e-06              0  
;  258      0.001310441       0.3364953       8.989877e-06       0.02391231       5.597432e-06              0  
;  259      0.001310441       0.3364953       0.0001024099       0.02391231       5.597432e-06              0  
;  260      0.001310441       0.3364953       1.0684e-05       0.02391231       5.597432e-06              0  
;  261      0.001310441       0.3364953       4.643196e-06       0.02391231       5.597432e-06              0  
;  262      0.001310441       0.3364953       3.329838e-06       0.02391231       5.597432e-06              0  
;  263      0.001310441       0.3364953       1.794968e-06       0.02391231       5.597432e-06              0  
;  264      0.001310441       0.3364953       1.03395e-06       0.02391231       5.597432e-06              0  
;  265      0.001310441       0.3364953       2.320045e-06       0.02391231       5.597432e-06              0  
;  266      0.001310441       0.3364953       3.18856e-05       0.02391231       5.597432e-06              0  
;  267      0.001310441       0.3364953       1.077458e-05       0.02391231       5.597432e-06              0  
;  268      0.001310441       0.3364953       1.075818e-05       0.02391231       5.597432e-06              0  
;  269      0.001310441       0.3364953       8.812834e-06       0.02391231       5.597432e-06              0  
;  270      0.001310441       0.3364953       3.959935e-06       0.02391231       5.597432e-06              0  
;  271      0.001310441       0.3364953       6.260166e-05       0.02391231       5.597432e-06              0  
;  272      0.001310441       0.3364953       1.577478e-06       0.02391231       5.597432e-06              0  
;  273      0.001310441       0.3364953       7.536824e-07       0.02391231       5.597432e-06              0  
;  274      0.001310441       0.3364953       8.679073e-07       0.02391231       5.597432e-06              0  
;  275      0.001310441       0.3364953       9.106743e-07       0.02391231       5.597432e-06              0  
;  276      0.001310441       0.3364953       1.189297e-06       0.02391231       5.597432e-06              0  
;  277      0.001310441       0.3364953       3.767263e-06       0.02391231       5.597432e-06              0  
;  278      0.001310441       0.3364953       8.894416e-07       0.02391231       5.597432e-06              0  
;  279      0.001310441       0.3364953       3.012695e-05       0.02391231       5.597432e-06              0  
;  280      0.001310441       0.3364953       7.325802e-06       0.02391231       5.597432e-06              0  
;  281      0.001310441       0.3364953       5.985066e-05       0.02391231       5.597432e-06              0  
