****_Guess_File_Begins_****  <--- Do not remove this line

[Parameters]
NUMBER_PEAKS		474
SHIFT_UNITS		PPM
reference_frequency		2.972291e+08
chi_squared		3754.573
noise_STDEV_real		0.01906029
noise_STDEV_imag		0.01906029

[Variables]

[Peaks]

; Peak#    Shift    Width_L(Hz)  Amplitude     Phase(rad)  Delay_Time(s)   Width_Gauss(Hz)
   385   0.8955503     12.87259   0.00877659  -0.008484472  -0.0005770351            0  
   386   0.8747993     12.87259  0.004753467     2.422129  -0.0005770351            0  
   387    1.767052     12.87259  0.001310108      4.23273  -0.0005770351            0  
   388    1.744259     12.87259  0.0009646298   0.05396353  -0.0005770351            0  
   389    1.719746     12.87259  0.006083426     1.355936  -0.0005770351            0  
   390    1.696952     12.87259  0.006748235       4.0939  -0.0005770351            0  
   391    1.696412     12.87259  0.006079115     2.377598  -0.0005770351            0  
   392    1.679503     12.87259  0.006842871    -1.185698  -0.0005770351            0  
   393    1.649106     12.87259  0.001498471   -0.3037035  -0.0005770351            0  
   394    1.632197     12.87259  0.0008869352     2.797756  -0.0005770351            0  
   395   0.1075653     12.87259  0.003981507     3.591891  -0.0005770351            0  
   396  0.09065634     12.87259   0.00364745    0.1779835  -0.0005770351            0  
   397  0.08477134     12.87259  0.003460221   0.05287553  -0.0005770351            0  
   398  0.06786234     12.87259  0.003799309     2.663361  -0.0005770351            0  
   399    2.585272     12.87259  5.480836e-05    0.8597635  -0.0005770351            0  
   400    2.563836     12.87259   5.0316e-05     3.213806  -0.0005770351            0  
   401    2.560614     12.87259  0.0001073384     2.649395  -0.0005770351            0  
   402    2.539131     12.87259  0.0001114116    -1.409305  -0.0005770351            0  
   403    2.535821     12.87259  4.299643e-05     4.081924  -0.0005770351            0  
   404     2.53327     12.87259  0.0009507544    0.7615365  -0.0005770351            0  
   405    2.530024     12.87259  0.001315681    0.8858465  -0.0005770351            0  
   406    2.514311     12.87259  7.850297e-05    0.3159305  -0.0005770351            0  
   407    2.511846     12.87259  0.001233489     3.229326  -0.0005770351            0  
   408      2.5083     12.87259  0.004381937     2.866805  -0.0005770351            0  
   409    2.505953     12.87259  0.001270841     2.677081  -0.0005770351            0  
   410    2.486867     12.87259  0.004025779    -1.381874  -0.0005770351            0  
   411    2.484736     12.87259  0.001236075    -1.286757  -0.0005770351            0  
   412    2.483704     12.87259  0.002351397     4.396959  -0.0005770351            0  
   413    2.478023     12.87259  5.838496e-05     1.212752  -0.0005770351            0  
   414    2.462306     12.87259  0.002974892    0.3471475  -0.0005770351            0  
   415    2.456082     12.87259  9.195254e-05     3.100315  -0.0005770351            0  
   416    2.453836     12.87259  3.895082e-05     2.760166  -0.0005770351            0  
   417    2.434387     12.87259  5.89863e-05    -1.341587  -0.0005770351            0  
   418    2.432625     12.87259  5.729102e-05    -1.484272  -0.0005770351            0  
   419    2.431431     12.87259  5.448083e-05     4.099831  -0.0005770351            0  
   420     2.41031     12.87259  7.606879e-05    0.5424835  -0.0005770351            0  
   421    2.199677     12.87259  0.0003844053    0.6183775  -0.0005770351            0  
   422    2.177312     12.87259  0.0003051097     2.354437  -0.0005770351            0  
   423    2.175263     12.87259  0.0002689848     2.491678  -0.0005770351            0  
   424     2.15276     12.87259  0.000149144     4.301129  -0.0005770351            0  
   425    2.146216     12.87259  0.003524565     4.001433  -0.0005770351            0  
   426     2.12755     12.87259  0.003711867   -0.3074185  -0.0005770351            0  
   427    2.123761     12.87259  0.003305545   -0.5796375  -0.0005770351            0  
   428    2.121868     12.87259  0.003016425   -0.6909005  -0.0005770351            0  
   429    2.102972     12.87259  0.006061806     1.386575  -0.0005770351            0  
   430    2.099285     12.87259  0.003318896     1.230155  -0.0005770351            0  
   431    2.078454     12.87259  0.003170571     3.166017  -0.0005770351            0  
   432    2.074092     12.87259  0.0003221988     2.806576  -0.0005770351            0  
   433    2.049647     12.87259  0.0004563263     4.627922  -0.0005770351            0  
   434    2.049075     12.87259  9.867732e-05     3.609935  -0.0005770351            0  
   435    2.024978     12.87259  0.0003398236    0.2434705  -0.0005770351            0  
   436   0.9008183     12.87259  0.004197258     3.843698  -0.0005770351            0  
   437   0.8795103     12.87259  0.007311518  -0.05211647  -0.0005770351            0  
   438   0.8581733     12.87259     0.003608     2.282676  -0.0005770351            0  
   439   0.8796403     12.87259   0.03121108  -0.05223847  -0.0005770351            0  
   440    2.810257     13.18656            0     3.625867  -0.0005866069            0  
   441    2.808193     13.18656            0     2.601746  -0.0005866069            0  
   442     2.78938     13.18656            0   -0.2760149  -0.0005866069            0  
   443    2.785773     13.18656            0    -1.281062  -0.0005866069            0  
   444    2.783985     13.18656            0    -1.072068  -0.0005866069            0  
   445    2.781096     13.18656            0    -1.695846  -0.0005866069            0  
   446    2.778104     13.18656            0     3.888562  -0.0005866069            0  
   447    2.766708     13.18656            0     1.251626  -0.0005866069            0  
   448    2.764041     13.18656            0     1.260331  -0.0005866069            0  
   449     2.76026     13.18656            0    0.3002691  -0.0005866069            0  
   450    2.757806     13.18656            0    0.0240931  -0.0005866069            0  
   451    2.755002     13.18656            0   -0.4895689  -0.0005866069            0  
   452     2.75301     13.18656            0   -0.7567459  -0.0005866069            0  
   453    2.739511     13.18656            0     2.782749  -0.0005866069            0  
   454    2.736554     13.18656            0     2.608004  -0.0005866069            0  
   455    2.734822     13.18656            0     1.886593  -0.0005866069            0  
   456    2.734484     13.18656            0     2.359688  -0.0005866069            0  
   457      2.7327     13.18656            0     1.796103  -0.0005866069            0  
   458    2.729546     13.18656            0     1.197865  -0.0005866069            0  
   459    2.710641     13.18656            0     3.944356  -0.0005866069            0  
   460    2.708584     13.18656            0     3.504673  -0.0005866069            0  
   461    2.386188     13.18656            0    -1.563179  -0.0005866069            0  
   462    2.365785     13.18656            0    0.6609161  -0.0005866069            0  
   463    2.361602     13.18656            0  -0.003801904  -0.0005866069            0  
   464    2.358905     13.18656            0   -0.6468049  -0.0005866069            0  
   465    2.337779     13.18656            0     1.774634  -0.0005866069            0  
   466    2.336163     13.18656            0     1.691667  -0.0005866069            0  
   467    1.658258     13.18656            0     4.139292  -0.0005866069            0  
   468    1.638423     13.18656            0    0.4062351  -0.0005866069            0  
   469    1.635425     13.18656            0   -0.1281989  -0.0005866069            0  
   470    1.632477     13.18656            0   -0.5930129  -0.0005866069            0  
   471    1.630653     13.18656            0   -0.9588219  -0.0005866069            0  
   472    1.628658     13.18656            0    -1.383812  -0.0005866069            0  
   473     1.62682     13.18656            0    -1.652202  -0.0005866069            0  
   474    1.607841     13.18656            0     1.129956  -0.0005866069            0  

; Cramer-Rao Lower Bounds (Standard Deviations)

;    1      0.0002218726       0.08628032       0.002593399       0.03797241       7.648864e-06              0  
;    2      0.0002218726       0.08628032       0.001142509       0.03797241       7.648864e-06              0  
;    3      0.0002218726       0.08628032       0.0006491724       0.03797241       7.648864e-06              0  
;    4      0.0002218726       0.08628032       0.000232103       0.03797241       7.648864e-06              0  
;    5      0.0002218726       0.08628032       0.001301356       0.03797241       7.648864e-06              0  
;    6      0.0002218726       0.08628032       0.0003896458       0.03797241       7.648864e-06              0  
;    7      0.0002218726       0.08628032       0.00128183       0.03797241       7.648864e-06              0  
;    8      0.0002218726       0.08628032       0.001117943       0.03797241       7.648864e-06              0  
;    9      0.0002218726       0.08628032       0.0006495174       0.03797241       7.648864e-06              0  
;   10      0.0002218726       0.08628032       0.0005130242       0.03797241       7.648864e-06              0  
;   11      0.0002218726       0.08628032       0.0003024986       0.03797241       7.648864e-06              0  
;   12      0.0002218726       0.08628032       0.0005311855       0.03797241       7.648864e-06              0  
;   13      0.0002218726       0.08628032       0.0002851108       0.03797241       7.648864e-06              0  
;   14      0.0002218726       0.08628032       0.0003693868       0.03797241       7.648864e-06              0  
;   15      0.0002218726       0.08628032       0.0005185448       0.03797241       7.648864e-06              0  
;   16      0.0002218726       0.08628032       0.0003453427       0.03797241       7.648864e-06              0  
;   17      0.0002218726       0.08628032       0.00047721       0.03797241       7.648864e-06              0  
;   18      0.0002249224       0.1110028       0.004876393       0.04873573       9.688503e-06              0  
;   19      0.0002249224       0.1110028       0.0001267033       0.04873573       9.688503e-06              0  
;   20      0.0002249224       0.1110028       9.083257e-05       0.04873573       9.688503e-06              0  
;   21      0.0002249224       0.1110028       6.3437e-05       0.04873573       9.688503e-06              0  
;   22      0.0002249224       0.1110028       0.000154884       0.04873573       9.688503e-06              0  
;   23      0.0002249224       0.1110028       7.801254e-05       0.04873573       9.688503e-06              0  
;   24      0.0002249224       0.1110028       0.0001570979       0.04873573       9.688503e-06              0  
;   25      0.0002249224       0.1110028       0.0001259572       0.04873573       9.688503e-06              0  
;   26      0.0002249224       0.1110028       9.772779e-05       0.04873573       9.688503e-06              0  
;   27      0.0002249224       0.1110028       0.0001417714       0.04873573       9.688503e-06              0  
;   28      0.0002249224       0.1110028       9.580649e-05       0.04873573       9.688503e-06              0  
;   29      0.0002249224       0.1110028       9.688418e-05       0.04873573       9.688503e-06              0  
;   30      0.0002249224       0.1110028       0.0001156827       0.04873573       9.688503e-06              0  
;   31      0.0002249224       0.1110028       0.0004578299       0.04873573       9.688503e-06              0  
;   32      0.0002249224       0.1110028       0.0006614973       0.04873573       9.688503e-06              0  
;   33      0.0002249224       0.1110028       0.0006751756       0.04873573       9.688503e-06              0  
;   34      0.0002249224       0.1110028       0.0006880054       0.04873573       9.688503e-06              0  
;   35      0.0002249224       0.1110028       0.0008849288       0.04873573       9.688503e-06              0  
;   36      0.0002249224       0.1110028       0.0009697354       0.04873573       9.688503e-06              0  
;   37      0.0002249224       0.1110028       0.0007733959       0.04873573       9.688503e-06              0  
;   38      0.0002249224       0.1110028       0.0004999461       0.04873573       9.688503e-06              0  
;   39      0.0002249224       0.1110028       0.001519146       0.04873573       9.688503e-06              0  
;   40      0.0002249224       0.1110028       0.001469512       0.04873573       9.688503e-06              0  
;   41      0.0002249224       0.1110028       0.0004842878       0.04873573       9.688503e-06              0  
;   42      0.0002249224       0.1110028       0.0007117176       0.04873573       9.688503e-06              0  
;   43      0.0002249224       0.1110028       0.0003792167       0.04873573       9.688503e-06              0  
;   44      0.0002249224       0.1110028       0.0005570343       0.04873573       9.688503e-06              0  
;   45      0.0002249224       0.1110028       0.000948632       0.04873573       9.688503e-06              0  
;   46      0.0002249224       0.1110028       0.00053528       0.04873573       9.688503e-06              0  
;   47      0.0002249224       0.1110028       0.0009621361       0.04873573       9.688503e-06              0  
;   48      0.0002249224       0.1110028       0.0006750378       0.04873573       9.688503e-06              0  
;   49      0.0002249224       0.1110028       0.0004008564       0.04873573       9.688503e-06              0  
;   50      0.0002249224       0.1110028       0.0007116244       0.04873573       9.688503e-06              0  
;   51      0.0002249224       0.1110028       0.0005126851       0.04873573       9.688503e-06              0  
;   52      0.0002249224       0.1110028       0.0005515819       0.04873573       9.688503e-06              0  
;   53      0.0002249224       0.1110028       0.0007133916       0.04873573       9.688503e-06              0  
;   54      0.0003080609       0.08628032       0.00247441       0.02177207       7.648864e-06              0  
;   55      0.0003080609       0.08628032       0.002299378       0.02177207       7.648864e-06              0  
;   56      0.0004330101       0.08628032       0.000644325       0.02736653       7.648864e-06              0  
;   57      0.0004330101       0.08628032       7.076944e-05       0.02736653       7.648864e-06              0  
;   58      0.0004330101       0.08628032       9.544386e-05       0.02736653       7.648864e-06              0  
;   59      0.0004330101       0.08628032       5.798474e-05       0.02736653       7.648864e-06              0  
;   60      0.0004330101       0.08628032       5.525216e-05       0.02736653       7.648864e-06              0  
;   61      0.0004330101       0.08628032       1.891996e-05       0.02736653       7.648864e-06              0  
;   62      0.0004330101       0.08628032       6.493572e-05       0.02736653       7.648864e-06              0  
;   63      0.0004330101       0.08628032       5.906592e-05       0.02736653       7.648864e-06              0  
;   64      0.0004330101       0.08628032       4.870646e-05       0.02736653       7.648864e-06              0  
;   65      0.0004330101       0.08628032       5.158466e-06       0.02736653       7.648864e-06              0  
;   66      0.0004330101       0.08628032       5.978047e-06       0.02736653       7.648864e-06              0  
;   67      0.0004330101       0.08628032       0.0008048644       0.02736653       7.648864e-06              0  
;   68      0.0004330101       0.08628032       1.81777e-05       0.02736653       7.648864e-06              0  
;   69      0.0004330101       0.08628032       0.0001827293       0.02736653       7.648864e-06              0  
;   70      0.0004330101       0.08628032       0.0001747177       0.02736653       7.648864e-06              0  
;   71      0.0004330101       0.08628032       2.59489e-05       0.02736653       7.648864e-06              0  
;   72      0.0004330101       0.08628032       2.487546e-05       0.02736653       7.648864e-06              0  
;   73      0.0004330101       0.08628032       2.168347e-05       0.02736653       7.648864e-06              0  
;   74      0.0004330101       0.08628032       2.242122e-05       0.02736653       7.648864e-06              0  
;   75      0.0004330101       0.08628032       5.680112e-05       0.02736653       7.648864e-06              0  
;   76      0.0004330101       0.08628032       0.0003836672       0.02736653       7.648864e-06              0  
;   77      0.0004330101       0.08628032       0.0003268074       0.02736653       7.648864e-06              0  
;   78      0.0004330101       0.08628032       3.338892e-06       0.02736653       7.648864e-06              0  
;   79      0.0004330101       0.08628032       3.127103e-05       0.02736653       7.648864e-06              0  
;   80      0.0004330101       0.08628032       8.814495e-05       0.02736653       7.648864e-06              0  
;   81      0.0004330101       0.08628032       2.179751e-06       0.02736653       7.648864e-06              0  
;   82      0.0004330101       0.08628032       1.378856e-06       0.02736653       7.648864e-06              0  
;   83      0.0004330101       0.08628032       9.806627e-07       0.02736653       7.648864e-06              0  
;   84      0.0004330101       0.08628032       0.0001389854       0.02736653       7.648864e-06              0  
;   85      0.0004330101       0.08628032       9.701602e-06       0.02736653       7.648864e-06              0  
;   86      0.0004330101       0.08628032       1.825437e-05       0.02736653       7.648864e-06              0  
;   87      0.0004330101       0.08628032       8.925512e-05       0.02736653       7.648864e-06              0  
;   88      0.0004330101       0.08628032       1.104373e-06       0.02736653       7.648864e-06              0  
;   89      0.0004330101       0.08628032       0.0001498861       0.02736653       7.648864e-06              0  
;   90      0.0004330101       0.08628032       6.599821e-06       0.02736653       7.648864e-06              0  
;   91      0.0004330101       0.08628032       1.663776e-05       0.02736653       7.648864e-06              0  
;   92      0.0004330101       0.08628032       8.426096e-05       0.02736653       7.648864e-06              0  
;   93      0.0004330101       0.08628032       1.337554e-05       0.02736653       7.648864e-06              0  
;   94      0.0004330101       0.08628032       0.0001936319       0.02736653       7.648864e-06              0  
;   95      0.0004330101       0.08628032       3.943269e-06       0.02736653       7.648864e-06              0  
;   96      0.0004330101       0.08628032       8.765397e-05       0.02736653       7.648864e-06              0  
;   97      0.0004330101       0.08628032       8.831505e-05       0.02736653       7.648864e-06              0  
;   98      0.0004330101       0.08628032       4.104737e-05       0.02736653       7.648864e-06              0  
;   99      0.0004330101       0.08628032       7.955159e-05       0.02736653       7.648864e-06              0  
;  100      0.0004330101       0.08628032       1.351343e-05       0.02736653       7.648864e-06              0  
;  101      0.0004330101       0.08628032       5.016908e-05       0.02736653       7.648864e-06              0  
;  102      0.0004330101       0.08628032       3.889403e-05       0.02736653       7.648864e-06              0  
;  103      0.0004330101       0.08628032       7.632674e-05       0.02736653       7.648864e-06              0  
;  104      0.0004330101       0.08628032       8.923901e-06       0.02736653       7.648864e-06              0  
;  105      0.0004330101       0.08628032       8.550837e-06       0.02736653       7.648864e-06              0  
;  106      0.0004330101       0.08628032       3.932251e-05       0.02736653       7.648864e-06              0  
;  107      0.0004330101       0.08628032       6.859291e-05       0.02736653       7.648864e-06              0  
;  108      0.0004330101       0.08628032       1.845282e-05       0.02736653       7.648864e-06              0  
;  109      0.0004330101       0.08628032       1.408752e-05       0.02736653       7.648864e-06              0  
;  110      0.0004330101       0.08628032       7.06889e-06       0.02736653       7.648864e-06              0  
;  111      0.0004330101       0.08628032       8.531507e-06       0.02736653       7.648864e-06              0  
;  112      0.0004330101       0.08628032       7.142021e-05       0.02736653       7.648864e-06              0  
;  113      0.0004330101       0.08628032       1.514873e-05       0.02736653       7.648864e-06              0  
;  114      0.0004330101       0.08628032       5.337588e-06       0.02736653       7.648864e-06              0  
;  115      0.0004330101       0.08628032       5.560525e-07       0.02736653       7.648864e-06              0  
;  116      0.0009571243       0.08628032       1.940155e-06       0.04361555       7.648864e-06              0  
;  117      0.0009571243       0.08628032       3.411276e-06       0.04361555       7.648864e-06              0  
;  118      0.0009571243       0.08628032       1.93878e-06       0.04361555       7.648864e-06              0  
;  119      0.0009571243       0.08628032       1.959237e-06       0.04361555       7.648864e-06              0  
;  120      0.0009571243       0.08628032       0.0001524478       0.04361555       7.648864e-06              0  
;  121      0.0009571243       0.08628032       6.39198e-05       0.04361555       7.648864e-06              0  
;  122      0.0009571243       0.08628032       3.092444e-05       0.04361555       7.648864e-06              0  
;  123      0.0009571243       0.08628032       3.260204e-05       0.04361555       7.648864e-06              0  
;  124      0.0009571243       0.08628032       2.650511e-05       0.04361555       7.648864e-06              0  
;  125      0.0009571243       0.08628032       0.0002792614       0.04361555       7.648864e-06              0  
;  126      0.0009571243       0.08628032       6.106959e-06       0.04361555       7.648864e-06              0  
;  127      0.0009571243       0.08628032       1.17155e-05       0.04361555       7.648864e-06              0  
;  128      0.0009571243       0.08628032       1.716555e-05       0.04361555       7.648864e-06              0  
;  129      0.0009571243       0.08628032       0.0001019483       0.04361555       7.648864e-06              0  
;  130      0.0009571243       0.08628032       0.0002883539       0.04361555       7.648864e-06              0  
;  131      0.0009571243       0.08628032       2.96526e-06       0.04361555       7.648864e-06              0  
;  132      0.0009571243       0.08628032       7.059854e-06       0.04361555       7.648864e-06              0  
;  133      0.0009571243       0.08628032       5.409593e-06       0.04361555       7.648864e-06              0  
;  134      0.0009571243       0.08628032       1.35259e-05       0.04361555       7.648864e-06              0  
;  135      0.0009571243       0.08628032       2.941553e-06       0.04361555       7.648864e-06              0  
;  136      0.0009571243       0.08628032       3.229063e-06       0.04361555       7.648864e-06              0  
;  137      0.0009571243       0.08628032       0.000369413       0.04361555       7.648864e-06              0  
;  138      0.0009571243       0.08628032       0.0003008217       0.04361555       7.648864e-06              0  
;  139      0.0009571243       0.08628032       0.000299117       0.04361555       7.648864e-06              0  
;  140      0.0009571243       0.08628032       0.0003058463       0.04361555       7.648864e-06              0  
;  141      0.0009571243       0.08628032       0.0009268739       0.04361555       7.648864e-06              0  
;  142      0.0009571243       0.08628032       0.001147333       0.04361555       7.648864e-06              0  
;  143      0.0009571243       0.08628032       3.561472e-05       0.04361555       7.648864e-06              0  
;  144      0.0009571243       0.08628032       0.00116858       0.04361555       7.648864e-06              0  
;  145      0.0009571243       0.08628032       0.0008978861       0.04361555       7.648864e-06              0  
;  146      0.0009571243       0.08628032       0.0006962826       0.04361555       7.648864e-06              0  
;  147      0.0009571243       0.08628032       0.0003462216       0.04361555       7.648864e-06              0  
;  148      0.0009571243       0.08628032       0.0002864245       0.04361555       7.648864e-06              0  
;  149      0.0009571243       0.08628032       0.0003946402       0.04361555       7.648864e-06              0  
;  150      0.0009571243       0.08628032       3.795799e-05       0.04361555       7.648864e-06              0  
;  151      0.0009571243       0.08628032       0.0007217873       0.04361555       7.648864e-06              0  
;  152      0.0009571243       0.08628032       0.000401248       0.04361555       7.648864e-06              0  
;  153      0.0009571243       0.08628032       0.000144461       0.04361555       7.648864e-06              0  
;  154      0.0009571243       0.08628032       0.0001393531       0.04361555       7.648864e-06              0  
;  155      0.0009571243       0.08628032       0.000211028       0.04361555       7.648864e-06              0  
;  156      0.0009737399       0.1110028       0.001518356       0.04873573       9.688503e-06              0  
;  157      0.0009737399       0.1110028       0.0008782065       0.04873573       9.688503e-06              0  
;  158      0.0009737399       0.1110028       0.0003978943       0.04873573       9.688503e-06              0  
;  159      0.0009737399       0.1110028       0.001114282       0.04873573       9.688503e-06              0  
;  160      0.0009737399       0.1110028       0.001152883       0.04873573       9.688503e-06              0  
;  161      0.0009737399       0.1110028       0.0003789634       0.04873573       9.688503e-06              0  
;  162      0.0009571243       0.08628032       5.273618e-06       0.03797241       7.648864e-06              0  
;  163      0.0009571243       0.08628032       2.810612e-06       0.03797241       7.648864e-06              0  
;  164      0.0009571243       0.08628032       1.565738e-05       0.03797241       7.648864e-06              0  
;  165      0.0009571243       0.08628032       0.0003123244       0.03797241       7.648864e-06              0  
;  166      0.0009571243       0.08628032       2.972705e-05       0.03797241       7.648864e-06              0  
;  167      0.0009571243       0.08628032       1.209822e-05       0.03797241       7.648864e-06              0  
;  168      0.0009571243       0.08628032       0.0006342384       0.03797241       7.648864e-06              0  
;  169      0.0009571243       0.08628032       0.0003842661       0.03797241       7.648864e-06              0  
;  170      0.0009571243       0.08628032       5.55151e-05       0.03797241       7.648864e-06              0  
;  171      0.0009571243       0.08628032       2.816368e-05       0.03797241       7.648864e-06              0  
;  172      0.0009571243       0.08628032       2.398426e-05       0.03797241       7.648864e-06              0  
;  173      0.0009571243       0.08628032       3.314249e-05       0.03797241       7.648864e-06              0  
;  174      0.0009571243       0.08628032       0.0001494951       0.03797241       7.648864e-06              0  
;  175      0.0009571243       0.08628032       4.350053e-05       0.03797241       7.648864e-06              0  
;  176      0.0009571243       0.08628032       6.270959e-06       0.03797241       7.648864e-06              0  
;  177      0.0009571243       0.08628032       0.0001782982       0.03797241       7.648864e-06              0  
;  178      0.0009571243       0.08628032       3.929166e-05       0.03797241       7.648864e-06              0  
;  179      0.0009571243       0.08628032       5.511685e-06       0.03797241       7.648864e-06              0  
;  180      0.0009571243       0.08628032       1.322534e-05       0.03797241       7.648864e-06              0  
;  181      0.0009571243       0.08628032       0.0005256617       0.03797241       7.648864e-06              0  
;  182      0.0009571243       0.08628032       0.0006345746       0.03797241       7.648864e-06              0  
;  183      0.0009571243       0.08628032       2.316653e-06       0.03797241       7.648864e-06              0  
;  184      0.0009571243       0.08628032       0.0005988986       0.03797241       7.648864e-06              0  
;  185      0.0009571243       0.08628032       0.0004970977       0.03797241       7.648864e-06              0  
;  186      0.0009571243       0.08628032       0.0007771981       0.03797241       7.648864e-06              0  
;  187      0.0009571243       0.08628032       0.0008658039       0.03797241       7.648864e-06              0  
;  188      0.0009571243       0.08628032       6.548623e-05       0.03797241       7.648864e-06              0  
;  189      0.0009571243       0.08628032       0.0001595248       0.03797241       7.648864e-06              0  
;  190      0.0009571243       0.08628032       0.0001586691       0.03797241       7.648864e-06              0  
;  191      0.0009571243       0.08628032       6.325275e-05       0.03797241       7.648864e-06              0  
;  192      0.0009571243       0.08628032       0.0008822878       0.03797241       7.648864e-06              0  
;  193      0.0009571243       0.08628032       0.0005589497       0.03797241       7.648864e-06              0  
;  194      0.0009571243       0.08628032       0.0001382933       0.03797241       7.648864e-06              0  
;  195      0.0009571243       0.08628032       1.259915e-05       0.03797241       7.648864e-06              0  
;  196      0.0009571243       0.08628032       0.0002423175       0.03797241       7.648864e-06              0  
;  197      0.0009571243       0.08628032       0.0001856089       0.03797241       7.648864e-06              0  
;  198      0.0009571243       0.08628032       0.0003873678       0.03797241       7.648864e-06              0  
;  199      0.0009571243       0.08628032       0.0003383619       0.03797241       7.648864e-06              0  
;  200      0.0009571243       0.08628032       0.0004895347       0.03797241       7.648864e-06              0  
;  201      0.0009571243       0.08628032       0.0002919305       0.03797241       7.648864e-06              0  
;  202      0.0009571243       0.08628032       8.185833e-05       0.03797241       7.648864e-06              0  
;  203      0.0009571243       0.08628032       0.0003434001       0.03797241       7.648864e-06              0  
;  204      0.0009571243       0.08628032       0.0002711894       0.03797241       7.648864e-06              0  
;  205      0.0009571243       0.08628032       0.0001851582       0.03797241       7.648864e-06              0  
;  206      0.0009571243       0.08628032       0.0001750607       0.03797241       7.648864e-06              0  
;  207      0.0009571243       0.08628032       8.562788e-05       0.03797241       7.648864e-06              0  
;  208      0.0009571243       0.08628032       0.0003446746       0.03797241       7.648864e-06              0  
;  209      0.0009571243       0.08628032       0.0004127604       0.03797241       7.648864e-06              0  
;  210      0.0009571243       0.08628032       0.0001545564       0.03797241       7.648864e-06              0  
;  211      0.0009571243       0.08628032       0.0002434713       0.03797241       7.648864e-06              0  
;  212      0.0009571243       0.08628032       0.0002793544       0.03797241       7.648864e-06              0  
;  213      0.0009571243       0.08628032       0.0002260558       0.03797241       7.648864e-06              0  
;  214      0.0009571243       0.08628032       0.0002667762       0.03797241       7.648864e-06              0  
;  215      0.0009571243       0.08628032       0.0001070572       0.03797241       7.648864e-06              0  
;  216      0.0009571243       0.08628032       2.053645e-05       0.03797241       7.648864e-06              0  
;  217      0.0009737399       0.1110028       0.002610271       0.04873573       9.688503e-06              0  
;  218      0.0009737399       0.1110028       2.292908e-05       0.04873573       9.688503e-06              0  
;  219      0.0009737399       0.1110028       0.006570135       0.04873573       9.688503e-06              0  
;  220      0.0009737399       0.1110028       0.0003204634       0.04873573       9.688503e-06              0  
;  221      0.0009737399       0.1110028       0.00368945       0.04873573       9.688503e-06              0  
;  222      0.0009737399       0.1110028       0.0001285615       0.04873573       9.688503e-06              0  
;  223      0.0009737399       0.1110028       0.007629604       0.04873573       9.688503e-06              0  
;  224      0.0009737399       0.1110028       0.0002069501       0.04873573       9.688503e-06              0  
;  225      0.0009737399       0.1110028       0.0002323934       0.04873573       9.688503e-06              0  
;  226      0.0009737399       0.1110028       0.000160466       0.04873573       9.688503e-06              0  
;  227      0.0009737399       0.1110028       0.003908578       0.04873573       9.688503e-06              0  
;  228      0.0009737399       0.1110028       0.0002990901       0.04873573       9.688503e-06              0  
;  229      0.0009737399       0.1110028       0.008116335       0.04873573       9.688503e-06              0  
;  230      0.0009737399       0.1110028       0.0002242254       0.04873573       9.688503e-06              0  
;  231      0.0009737399       0.1110028       2.592075e-05       0.04873573       9.688503e-06              0  
;  232      0.0009737399       0.1110028       1.413876e-05       0.04873573       9.688503e-06              0  
;  233      0.0009737399       0.1110028       0.001629353       0.04873573       9.688503e-06              0  
;  234      0.0009737399       0.1110028       0.0016304       0.04873573       9.688503e-06              0  
;  235      0.0009737399       0.1110028       0.001631141       0.04873573       9.688503e-06              0  
;  236      0.0009737399       0.1110028       0.0007848559       0.04873573       9.688503e-06              0  
;  237      0.0009737399       0.1110028       0.0007851231       0.04873573       9.688503e-06              0  
;  238      0.0009737399       0.1110028       0.00078517       0.04873573       9.688503e-06              0  
;  239      0.0009737399       0.1110028       0.002318131       0.04873573       9.688503e-06              0  
;  240      0.0009737399       0.1110028       0.002306252       0.04873573       9.688503e-06              0  
;  241      0.0009737399       0.1110028       0.000705987       0.04873573       9.688503e-06              0  
;  242      0.0009737399       0.1110028       0.0004796002       0.04873573       9.688503e-06              0  
;  243      0.0009737399       0.1110028       0.0007061975       0.04873573       9.688503e-06              0  
;  244      0.0009737399       0.1110028       0.00162934       0.04873573       9.688503e-06              0  
;  245      0.0009737399       0.1110028       0.0007063631       0.04873573       9.688503e-06              0  
;  246      0.0009737399       0.1110028       0.001627992       0.04873573       9.688503e-06              0  
;  247      0.0009737399       0.1110028       0.001350624       0.04873573       9.688503e-06              0  
;  248      0.0009737399       0.1110028       0.0002142871       0.04873573       9.688503e-06              0  
;  249      0.0009737399       0.1110028       0.001228957       0.04873573       9.688503e-06              0  
;  250      0.0009737399       0.1110028       0.0007796684       0.04873573       9.688503e-06              0  
;  251      0.0009737399       0.1110028       0.001225624       0.04873573       9.688503e-06              0  
;  252      0.0009737399       0.1110028       0.0007787078       0.04873573       9.688503e-06              0  
;  253      0.0009737399       0.1110028       0.0002286093       0.04873573       9.688503e-06              0  
;  254      0.0009737399       0.1110028       0.0001433432       0.04873573       9.688503e-06              0  
;  255      0.0009737399       0.1110028       0.002348309       0.04873573       9.688503e-06              0  
;  256      0.0009737399       0.1110028       0.0007265034       0.04873573       9.688503e-06              0  
;  257      0.0009737399       0.1110028       0.0001040094       0.04873573       9.688503e-06              0  
;  258      0.0009737399       0.1110028       0.0001697325       0.04873573       9.688503e-06              0  
